code,Port Name,latitude,longitude,country_code,zone_code
USS4Y,Sarita,27.2167,-97.7833,US,NAE-GUS
USZOP,Satsop,47,-123.4667,US,NAW-CAN
USTSA,Savannah,35.2167,-88.2333,US,NAE-USA
USXNA,Sayreville,40.45,-74.35,US,NAE-USA
USQJZ,Scales Mound,42.4667,-90.25,US,NAE-CAN
USS 44.00,Scio,44.7,-122.8333,US,NAW-USA
USXOT,Scott,33.5833,-91.0667,US,NAE-USA
USSTZ,Scottsdale,33.5,-111.8833,US,NAW-USA
USTTS,Scottsville,37.7833,-78.4833,US,NAE-USA
US7OL,Sea Cliff,40.8333,-73.6333,US,NAE-USA
USYSB,Sebree,37.6,-87.5167,US,NAE-USA
USSE4,Sedan,37.1167,-96.1833,US,NAE-USA
USOSM,Selma,32.4073589,-87.0211007,US,NAE-USA
USXSK,Shaker Heights,41.4667,-81.5333,US,NAE-CAN
USSR4,Shalimar,30.45,-86.5833,US,NAE-USA
USYSH,Shamokin,40.7833,-76.55,US,NAE-USA
USYSD,Shedd,44.45,-123.1,US,NAW-USA
USNE5,Shelby,41.1833,-97.4167,US,NAE-USA
USZ4X,Sheldon,45.3,-90.95,US,NAE-CAN
USXSI,Shelter Island,41.0667,-72.3333,US,NAE-USA
USZSO,Sherborn,42.2333,-71.3667,US,NAE-CAN
USXSH,Shingle Springs,38.65,-120.9167,US,NAW-USA
USSBQ,Ship Bottom,39.65,-74.1833,US,NAE-USA
USIPX,Ship Island,30.2,-88.95,US,NAE-USA
USXSY,Short Hills,40.7333,-74.3167,US,NAE-USA
USS7I,Sidney,37.6167,-82.35,US,NAE-USA
USSI7,Sierra Vista,37.15,-120.2833,US,NAW-USA
USZVA,Silva,37.1667,-90.4667,US,NAE-USA
USVKY,Silver Grove,39.0333,-84.3833,US,NAE-USA
USXVN,Silverton,45,-122.7667,US,NAW-USA
US2SI,Sinton,28.0333,-97.5,US,NAE-GUS
USYER,Sisters,44.2833,-121.5333,US,NAW-USA
USSI2,Sledge Island,64.4833,-166.2,US,NAW-USA
USSK4,Smackover,33.35,-92.7167,US,NAE-USA
USYSV,Smelterville,47.5333,-116.1667,US,NAW-CAN
USITN,Smithton,40.15,-79.7333,US,NAE-USA
USYSK,Smokey Point,48.15,-122.1667,US,NAW-CAN
USS7Y,Smyrna,34.75,-76.5167,US,NAE-USA
USSE3,Soap Lake,47.3833,-119.4833,US,NAW-CAN
USYSS,Soda Springs,42.65,-111.6,US,NAW-USA
USOMU,Solomons,38.3167,-76.45,US,NAE-USA
USSS3,Somerset,41.7333,-71.1667,US,NAE-CAN
USODT,South Dartmouth,41.5833,-70.9333,US,NAE-CAN
USYSY,South Glastonbury,41.6833,-72.5833,US,NAE-CAN
USZYX,South Hamilton,42.6,-70.8667,US,NAE-CAN
USXSJ,South Jordan,40.55,-111.9167,US,NAW-USA
USS7K,South Kingstown,41.4333,-71.5167,US,NAE-CAN
USAA9,South Mills,36.4333,-76.3167,US,NAE-USA
US2OG,South Ogden,41.1833,-111.9667,US,NAW-USA
USPXD,South Padre Island,26.1,-97.15,US,NAE-GUS
USSPT,South Saint Paul,44.8833,-93.05,US,NAE-CAN
USS8K,South Salt Lake,40.7167,-111.8833,US,NAW-USA
USQSW,South Walpole,42.1,-71.25,US,NAE-CAN
USIOH,South Willamsport,41.2333,-77,US,NAE-USA
USUWH,South Windham,41.6833,-72.1667,US,NAE-CAN
USHH7,Southhaven,34.9833,-90.1167,US,NAE-USA
US7BA,Speedwell,36.45,-83.8667,US,NAE-USA
USRWQ,Spencer,39.2833,-86.75,US,NAE-USA
USECR,Spencer,35.6833,-80.4333,US,NAE-USA
USLX8,Spillville,43.2,-91.95,US,NAE-CAN
USXXO,Spotsylvania,38.2,-77.5833,US,NAE-USA
USQSG,Spring Green,43.1667,-90.0667,US,NAE-CAN
USSG3,Spring Grove,42.4333,-88.1833,US,NAE-CAN
USZSG,Spring Grove,39.8667,-76.85,US,NAE-USA
USS3G,Spring Grove,37.2667,-79.85,US,NAE-USA
USXPG,"Springville, Suffolk",40.8667,-72.5333,US,NAE-USA
USYSP,Sproul,40.2667,-78.45,US,NAE-USA
USSR9,Stansbury park,40.6333,-112.2833,US,NAW-USA
USYRX,Star,35.4,-79.7833,US,NAE-USA
USRL5,Starlight,38.4,-85.8833,US,NAE-USA
USXAR,Starr,34.3667,-82.6833,US,NAE-USA
USUYU,Staten Island,40.5833,-74.15,US,NAE-USA
USQQX,Steelton,40.2333,-76.8333,US,NAE-USA
USTEP,Stephentown,42.5333,-73.3667,US,NAE-USA
USSGI,Sterling,41.7833,-89.6833,US,NAE-CAN
USZSB,Stevensburg,38.4333,-77.9,US,NAE-USA
USTWM,"Stewart, McLeod",44.7167,-94.35,US,NAE-CAN
USSKT,Stickney,41.8167,-87.7667,US,NAE-CAN
USLLM,Stillmore,32.4333,-82.2,US,NAE-USA
USTIS,Stillwater,45.05,-92.8,US,NAE-CAN
USTK9,Stockett,47.35,-111.1667,US,NAW-CAN
USSCK,Stockton,37.95,-121.2833,US,NAW-USA
USSGN,Stonington,41.3333,-71.9,US,NAE-CAN
USS8T,Stony Point,41.2167,-73.9833,US,NAE-USA
USNYI,"Stony Point, Rockland",41.2333,-73.9833,US,NAE-USA
USSO9,Stookey,38.5,-90.0833,US,NAE-USA
USZST,Stormville,41.5667,-73.7333,US,NAE-USA
USVOW,Stow,42.15,-79.4,US,NAE-CAN
USQST,Stoystown,40.1,-78.9333,US,NAE-USA
USTFO,Stratford,44.8,-90.0667,US,NAE-CAN
USHJD,Sugar City,43.8667,-111.7333,US,NAW-USA
USZSU,Sugarcreek,40.5,-81.6333,US,NAE-CAN
USASZ,Sumiton,33.75,-87.05,US,NAE-USA
USSK3,Summerland Key,24.65,-81.45,US,NAE-GUS
USSUT,Sunny Point,33.9833,-77.95,US,NAE-USA
USUIT,Susitna,61.5333,-150.5,US,NAW-CAN
USZSD,Sutherland,37.1833,-77.55,US,NAE-USA
USZYY,Suttons Bay,44.9667,-85.65,US,NAE-CAN
USZS2,Swoope,38.15,-79.2,US,NAE-USA
USYL9,Sylvania,41.7167,-83.7,US,NAE-CAN
USTB3,Tabor,42.9333,-97.65,US,NAE-USA
USQTB,Tabor City,34.1333,-78.8667,US,NAE-USA
USTCH,Taconite Harbor,47.5167,-90.9167,US,NAE-CAN
USTFT,Taft,29.9833,-90.4333,US,NAE-GUS
USTA3,Tahuya,47.3667,-123.05,US,NAW-CAN
USZAO,Taintor,41.5,-92.7333,US,NAE-USA
USYTL,Talent,42.2333,-122.7833,US,NAW-USA
USTA2,Talihina,34.75,-95.0333,US,NAE-USA
USYTA,"Tallassee, Elmore",32.5333,-85.8833,US,NAE-USA
USTRK,Tamarac,26.2,-80.25,US,NAE-GUS
USTMM,Tamms,37.2333,-89.2667,US,NAE-USA
USXTS,Tams,37.65,-81.3,US,NAE-USA
USTBJ,Tanaga Bay,51.7333,-178.0333,US,NAW-USA
USZTG,Tangent,44.5333,-123.1,US,NAW-USA
USTWZ,Tarrytown,41.0667,-73.8667,US,NAE-USA
USTDI,Tatoosh Island,48.3833,-124.7333,US,NAW-CAN
USTNE,Tavernier,25,-80.5167,US,NAE-GUS
USUTA,Tchula,33.1833,-90.2167,US,NAE-USA
USTMZ,Tecumseh,36.5833,-92.3,US,NAE-USA
USTSL,Ten Sleep,44.0333,-107.45,US,NAW-USA
USZNH,Tenants Harbour,43.95,-69.2167,US,NAE-CAN
USVVC,Terra Bella,35.95,-119.0333,US,NAW-USA
USNJQ,Terrebonne,44.35,-121.1667,US,NAW-USA
USQTY,Terry,32.0833,-90.2833,US,NAE-USA
USCY2,The Colony,33.0833,-96.8833,US,NAE-USA
USOJL,Thenard,33.7833,-118.2333,US,NAW-USA
USTPS,Thompson,41.6833,-81.05,US,NAE-CAN
USTHF,Thompson Falls,47.6,-115.35,US,NAW-CAN
USTPW,Thompsontown,40.8167,-78.6167,US,NAE-USA
USQTF,Three Forks Junction,45.8833,-111.5833,US,NAW-USA
USOI7,Three Oaks,41.7833,-86.6,US,NAE-CAN
USXTN,Tiburon,37.8667,-122.45,US,NAW-USA
USZTR,Tillar,33.7,-91.45,US,NAE-USA
USXTE,Timmonsville,34.1333,-79.9333,US,NAE-USA
USTSI,Tishomingo,34.25,-96.6833,US,NAE-USA
USQTH,Tomah,43.9667,-90.5,US,NAE-CAN
USYTO,Tomhicken,40.9667,-76.0833,US,NAE-USA
USTKN,Tomkins Cove,41.25,-73.9833,US,NAE-USA
USQTO,Tonica,41.2,-89.0667,US,NAE-CAN
USQTN,Tornillo,31.4333,-106.0833,US,NAW-USA
USTTV,"Tottenville, Staten Island",40.5167,-74.25,US,NAE-USA
USZTU,Toughkenamon,39.8167,-75.75,US,NAE-USA
UST5W,Tow,30.8833,-98.4667,US,NAE-GUS
USTC4,Town and Country,38.6,-90.45,US,NAE-USA
USTFG,Trafalgar,39.4,-86.15,US,NAE-USA
USTFR,Transfer,41.3167,-80.4167,US,NAE-USA
UST2R,Trempealeau,44.3333,-91.5167,US,NAE-CAN
US8YI,Tres Pinos,36.7833,-121.3167,US,NAW-USA
USTNV,Triangle,38.55,-77.3333,US,NAE-USA
USYTC,Tri-Cities,46.25,-119.1167,US,NAW-CAN
USQTI,Trinity,33.5833,-85.8667,US,NAE-USA
USOYY,Troy,38,-86.8,US,NAE-USA
USTRY,Troy,42.7167,-73.6833,US,NAE-USA
USTMN,Trumann,35.6667,-90.5,US,NAE-USA
USZNT,Tryon,35.2,-82.2333,US,NAE-USA
USXTY,Tuckahoe,40.8833,-72.4,US,NAE-USA
USUQQ,Tulalip,48.0667,-122.2833,US,NAW-CAN
USTNI,Tunica,34.6833,-90.3667,US,NAE-USA
USTP2,Tupper Lake,44.2167,-74.4667,US,NAE-CAN
USM4U,Turners Falls,42.5833,-72.55,US,NAE-CAN
USTT9,Tuscan,42.5833,-74.7667,US,NAE-USA
USTW2,Twin Lake,43.35,-86.15,US,NAE-CAN
USZYI,Tybee Island,32,-80.8333,US,NAE-USA
US4TP,Ulm,34.5667,-91.45,US,NAE-USA
US3DV,Ulupalakua,20.65,-156.3833,US,NAW-USA
US9QA,Umpqua,43.35,-123.4667,US,NAW-USA
USZUC,Union Center,43.6833,-90.2667,US,NAE-CAN
USYUG,Union Gap,46.55,-120.4667,US,NAW-CAN
USUT2,Uniontown,37.7667,-87.9333,US,NAE-USA
USUHI,Unity,44.6,-69.3333,US,NAE-CAN
USUKK,University Park,32.85,-96.8,US,NAE-USA
USYUP,Upper Brookville,40.8333,-73.55,US,NAE-USA
USQUS,Upper Saint Regis,44.4,-74.2667,US,NAE-CAN
USUWC,Uwchland,40.0667,-75.6833,US,NAE-USA
USUXX,Uxbridge,42.0667,-71.6167,US,NAE-CAN
US8QA,Vallecito,38.0833,-120.4667,US,NAW-USA
USVLS,Van Alstyne,33.4167,-96.5667,US,NAE-USA
USVBE,Van Buren,42.6667,-90.7167,US,NAE-CAN
USVGS,Vanceburg,38.6,-83.3167,US,NAE-USA
USYVR,Varnell,34.9,-84.9667,US,NAE-USA
USYVI,Vashon Island,47.4167,-122.4667,US,NAW-CAN
USVN3,Venice,29.2667,-89.35,US,NAE-USA
USVNT,Ventura,34.2667,-119.2833,US,NAW-USA
USVE9,Vermilion,41.4167,-82.35,US,NAE-CAN
USVKB,Vicksburg,42.1167,-85.5167,US,NAE-CAN
US3DU,Victor,38.1333,-121.2,US,NAW-USA
USVMD,Vienna,38.4833,-75.8167,US,NAE-USA
USVJ2,Villard Junction,46.1667,-119,US,NAW-CAN
US3TR,Vineburg,38.2667,-122.4333,US,NAW-USA
USVED,Vineyard,40.3167,-111.75,US,NAW-USA
USVOT,Violet,29.8833,-89.8833,US,NAE-USA
USVIR,Viroqua,43.55,-90.8833,US,NAE-CAN
USWR4,Wading River,40.95,-72.8333,US,NAE-USA
USWY2,Wadley,33.1167,-85.5667,US,NAE-USA
USWW9,Wadmalaw Island,32.6667,-80.1667,US,NAE-USA
USQWD,Waelder,29.6833,-97.2833,US,NAE-GUS
USWG2,Waggaman,29.9167,-90.2,US,NAE-GUS
US9AI,Waianae,21.4333,-158.1833,US,NAW-USA
USWH7,Waianae,21.4333,-158.1833,US,NAW-USA
USWA7,Wakeman,41.25,-82.3833,US,NAE-CAN
US8UY,Waldo,40.45,-83.0667,US,NAE-USA
USWU7,Walnut,41.4667,-95.2167,US,NAE-USA
USH9S,Walnut Shade,36.7167,-93.1833,US,NAE-USA
USWA4,Walsh,37.3833,-102.2667,US,NAW-USA
USYWD,Ward,33.85,-81.7167,US,NAE-USA
USASS,Ware Shoals,34.3833,-82.2333,US,NAE-USA
USVWR,Warren,45.8167,-122.85,US,NAW-USA
USWZS,Warsaw,38.7833,-84.9,US,NAE-USA
USWTU,Wartburg,36.1,-84.5833,US,NAE-USA
USKJH,Washington,41.65,-73.3167,US,NAE-USA
USWAB,Washington,33.7333,-82.7333,US,NAE-USA
USW9A,Washington Terrace,41.1667,-111.9667,US,NAW-USA
USWVA,Water Valley,34.15,-89.6167,US,NAE-USA
USWPF,Waterproof,31.8,-91.3667,US,NAE-USA
US999,Waterville,41.2167,-76.3667,US,NAE-USA
USUGN,Waukegan,42.35,-87.8333,US,NAE-CAN
USWQU,Wauna Range,46.15,-123.4,US,NAW-USA
USWUP,Waupaca,44.35,-89.0833,US,NAE-CAN
USZAL,Waverly Hall,32.6833,-84.7333,US,NAE-USA
USYWZ,Wayzata,44.9667,-93.5,US,NAE-CAN
USXBW,Webb City,37.1333,-94.45,US,NAE-USA
USAFW,"Webster, Harris",29.5333,-95.1167,US,NAE-GUS
USEOM,Welcome,30.05,-90.8667,US,NAE-GUS
USWCO,Welcome,35.9,-80.25,US,NAE-USA
US3OL,Wellfleet,41.9333,-70.0333,US,NAE-CAN
USWNH,Wentworth,43.8667,-71.9167,US,NAE-CAN
USWEQ,West Allis,43.0167,-88,US,NAE-CAN
USWBM,West Boylston,42.3667,-71.7833,US,NAE-CAN
US4WR,West Glocester,41.9167,-71.7833,US,NAE-CAN
USL3Y,West Grove,39.8167,-75.8167,US,NAE-USA
USYWE,West Homestead,40.3833,-79.9,US,NAE-USA
USWLQ,West Long Branch,40.2833,-74.0167,US,NAE-USA
USJWQ,West Milton,39.95,-84.3167,US,NAE-USA
US3TU,West Newton,42.35,-71.2333,US,NAE-CAN
USWOT,West Point,41.3833,-73.95,US,NAE-USA
USWR3,West Portsmouth,38.75,-83.0167,US,NAE-USA
USZDG,West Reading,40.3333,-75.9333,US,NAE-USA
USXTR,West Rutland,43.5833,-73.0333,US,NAE-CAN
USYLY,West Sayville,40.7333,-73.1,US,NAE-USA
USWMU,West Yarmouth,41.65,-70.25,US,NAE-CAN
USWEP,Westampton,40.0167,-74.8333,US,NAE-USA
USWY7,Weston,44.6333,-105.3333,US,NAW-USA
USZXQ,Westover,38.1167,-75.7,US,NAE-USA
USWPT,Westport,46.8900903,-124.1040613,US,NAW-CAN
US3DC,Westwood,34.05,-118.4167,US,NAW-USA
USWWI,Weyauwega,44.3167,-88.9167,US,NAE-CAN
USU3V,Weybridge,44.05,-73.2,US,NAE-CAN
USYWH,Whately,42.4333,-72.6333,US,NAE-CAN
USWKT,Whitakers,36.1,-77.7,US,NAE-USA
USXWE,White Lake,45.15,-88.75,US,NAE-CAN
USZTP,White Pine,46.75,-89.5833,US,NAE-CAN
USXWT,Whitestown,39.9833,-86.3333,US,NAE-USA
USWQA,Whitman,42.0833,-70.9333,US,NAE-CAN
USWCP,Wicker Park,41.9,-87.6667,US,NAE-CAN
USYWI,Wilcox,41.5667,-78.6833,US,NAE-USA
USVTD,Wilder,43.6667,-72.3167,US,NAE-CAN
USYWA,Willacoochee,31.3333,-83.0333,US,NAE-USA
USIIW,Williams,39.15,-122.15,US,NAW-USA
USIIM,Williamston,42.6833,-84.2833,US,NAE-CAN
USQWL,Willimantic,41.7,-72.2,US,NAE-CAN
USW26,Willow Park,32.75,-97.65,US,NAE-USA
USWMA,Wilma,46.6667,-117.1333,US,NAW-CAN
USWTN,Wilmington,33.7667,-118.2667,US,NAW-USA
USILM,Wilmington,34.2167,-77.9333,US,NAE-USA
USWMJ,Windham,41.7,-72.15,US,NAE-CAN
USQZJ,Windsor,44.3,-69.5667,US,NAE-CAN
USWGX,Wingate,32.05,-100.1167,US,NAE-GUS
USZTK,Winnetka,42.1,-87.7333,US,NAE-CAN
USONA,Winona,44.05,-91.6333,US,NAE-CAN
USWNS,Winsted,41.9167,-73.05,US,NAE-USA
USZIW,Winter Springs,28.6833,-81.3,US,NAE-GUS
USWQZ,Wintersville,40.3667,-80.7,US,NAE-USA
USWNF,Wisconsin Dells,43.6167,-89.7667,US,NAE-CAN
USXWO,Wolcott,41.6,-72.9833,US,NAE-USA
USTIE,Wolcottville,41.5167,-85.3667,US,NAE-USA
USWFB,Wolfeboro,43.5833,-71.2,US,NAE-CAN
US8DC,Woodacre,38,-122.6333,US,NAW-USA
US8TT,Woodbury,41.35,-74.1,US,NAE-USA
USUO4,Woodfin,35.6333,-82.5833,US,NAE-USA
USWO7,Woodgate,43.5167,-75.15,US,NAE-CAN
US8XC,Woodmere,40.6167,-73.7,US,NAE-USA
US8XD,Woodmere,41.45,-81.4667,US,NAE-CAN
USWDZ,Woodside,40.7532952,-73.9068973,US,NAE-USA
USWOV,Woodsville,44.1333,-72.0167,US,NAE-CAN
USYWR,Woolrich,41.1833,-77.3667,US,NAE-USA
USWXS,Wrightstown,44.3167,-88.1667,US,NAE-CAN
USWUR,Wurtland,38.55,-82.7667,US,NAE-USA
USXYT,Wyatt,41.5167,-86.1667,US,NAE-CAN
USZWK,Wyckoff,41,-74.1667,US,NAE-USA
USQWW,Wynnewood,40,-75.2667,US,NAE-USA
USYAZ,Yazoo City,32.85,-90.4,US,NAE-USA
USYOK,Yoke Bay,52.0167,-176.0333,US,NAW-USA
USYKB,York Beach,43.1667,-70.6,US,NAE-CAN
USZYH,York Harbor,43.1333,-70.6333,US,NAE-CAN
USYTW,Youngstown,43.2333,-79.05,US,NAE-CAN
US8PR,Zamora,38.7833,-121.8667,US,NAW-USA
USZR9,Zirconia,35.2333,-82.4,US,NAE-USA
USZUM,Zumbrota,44.2833,-92.6667,US,NAE-CAN
USCHI,Port of Chicago,41.83333333,-87.63333333,US,NAE-CAN
USORF,Port of Norfolk,36.8973,-76.3476,US,NAE-USA
USLAX,Los Angeles,33.71666667,-118.41,US,NAW-USA
USSAV,Port of Savannah,32.03333333,-81.11666667,US,NAE-USA
USOAK,Port of Oakland,37.83333333,-122.3,US,NAW-USA
USMIA,Port of Miami,25.76666667,-80.16666667,US,NAE-GUS
USMEM,Port of Memphis,35.06666667,-90.16666667,US,NAE-USA
USALB,Albany,42.652341,-73.755086,US,NAE-USA
USANC,Anchorage,61.2063,-149.931,US,NAW-CAN
USAQW,Abbottstown,39.883,-76.983,US,NAE-USA
USBOS,Boston,42.373,-71.0435,US,NAE-CAN
USBPT,Beaumont,30.080174,-94.1265562,US,NAE-GUS
USCDE,Camden,39.9259463,-75.1196199,US,NAE-USA
USCHS,Charleston,32.79487,-79.914565,US,NAE-USA
USCHT,Chester,39.849557,-75.3557457,US,NAE-USA
USCPT,Carpinteria,34.39866,-119.518162,US,NAW-USA
USCRP,Corpus Christi,27.8005828,-97.396381,US,NAE-GUS
USCRW,Charleston,38.349862,-81.631863,US,NAE-USA
USCVG,Cincinnati,39.1031182,-84.5120196,US,NAE-USA
USDBQ,Dubuque,42.5005583,-90.6645718,US,NAE-CAN
USDCY,Dill City,35.283,-99.133,US,NAE-USA
USDIJ,Delhi,39.1,-84.6,US,NAE-USA
USDKH,Old Rock Hill,31,-83.567,US,NAE-USA
USDSM,Des Moines,41.585734,-93.624048,US,NAE-USA
USDTC,Delta,38.75,-108.067,US,NAW-USA
USDUT,Dutch Harbor,53.8898,-166.5421999,US,NAW-USA
USDWQ,Downsville,42.067,-74.983,US,NAE-USA
USEAZ,Mechanic Falls,44.1,-70.383,US,NAE-CAN
USECH,East Chicago,41.6392024,-87.4547635,US,NAE-CAN
USEFS,Etiwanda,34.117,-117.517,US,NAW-USA
USEGH,Effingham,34.05,-79.75,US,NAE-USA
USEIF,Madeira Beach,27.783,-82.783,US,NAE-GUS
USEJK,Macks Creek,37.95,-92.967,US,NAE-USA
USENW,Kenosha,42.587007,-87.825115,US,NAE-CAN
USEQW,Elwood,34.433,-119.883,US,NAW-USA
USERI,Erie,42.130053,-80.086061,US,NAE-CAN
USEZX,Port Elizabeth,39.31667,-74.98333,US,NAE-USA
USFAV,Fall River,41.7,-71.167,US,NAE-CAN
USFDF,Fairfield,35.533,-76.217,US,NAE-USA
USFGQ,Farmingville,40.817,-73.017,US,NAE-USA
USFGX,Fairfield,33.583,-83.817,US,NAE-USA
USFPO,Freeport,28.9541368,-95.3596617,US,NAE-GUS
USFTA,Forest Park,34.433,-92.383,US,NAE-USA
USFVP,Fairview Park,41.433,-81.85,US,NAE-CAN
USGGE,Georgetown,33.376834,-79.2944964,US,NAE-USA
USGJQ,Glen Ridge,40.8,-74.2,US,NAE-USA
USGLC,Gloucester City,39.89223,-75.116706,US,NAE-USA
USGLS,Galveston,29.3013479,-94.7976958,US,NAE-GUS
USGOH,Goshen,41.85,-73.233,US,NAE-USA
USGPT,Gulfport,30.3674198,-89.0928155,US,NAE-USA
USGPW,Grosse Point Woods,42.433,-82.9,US,NAE-CAN
USGSQ,Gasport,43.183,-78.567,US,NAE-CAN
USGUM,Gulfmex Lightering Area,27.75,-90.833,US,NAE-GUS
USGXR,Gold River,38.6,-121.267,US,NAW-USA
USHCJ,Witchita,37.68333,-97.33333,US,NAE-USA
USHID,Hidalgo,26.1,-98.267,US,NAE-GUS
USHJS,Harbor Island,27.867,-97.067,US,NAE-GUS
USHKG,"Hickory Grove, York",34.983,-81.417,US,NAE-USA
USIEG,Ingleside,42.367,-88.133,US,NAE-CAN
USILG,Wilmington,39.744655,-75.5483909,US,NAE-USA
USINL,International Falls,48.6023149,-93.4040679,US,NAE-CAN
USITO,Hilo,19.7241106,-155.0868193,US,NAW-USA
USJAM,Jackman,45.617,-70.233,US,NAE-CAN
USJAX,Jacksonville,30.389696,-81.5419,US,NAE-USA
USJBK,Berkeley,37.31806,-77.17972,US,NAE-USA
USJCQ,Warrensburg,39.917,-89.05,US,NAE-USA
USJCX,Jacinto City,29.767,-95.233,US,NAE-GUS
USJFZ,Jefferson,36.417,-81.467,US,NAE-USA
USJIO,Saint Marys,41.41667,-78.55,US,NAE-USA
USJJQ,Meadows of Dan,36.733,-80.383,US,NAE-USA
USKAJ,Land O'Lakes,28.217,-82.45,US,NAE-GUS
USKKV,Miami River,25.767,-80.183,US,NAE-GUS
USLAT,Los Alamitos,33.8,-118.067,US,NAW-USA
USLCH,Lake Charles,30.2,-93.2833,US,NAE-GUS
USMES,Minneapolis,44.977753,-93.2650108,US,NAE-CAN
USMNH,Manhattan/New York,40.783,-73.967,US,NAE-USA
USMOB,Mobile,30.6953657,-88.0398912,US,NAE-USA
USMRH,Morehead City,34.7229391,-76.7260436,US,NAE-USA
USMRT,Morristown,44.5864488,-75.6482908,US,NAE-CAN
USMSY,New Orleans,29.9510658,-90.0715323,US,NAE-USA
USMTW,Manitowoc,44.088539,-87.658522,US,NAE-CAN
USNDB,North Dartmouth,41.633,-70.967,US,NAE-CAN
USNEW,Destrehan,29.9429828,-90.3517469,US,NAE-GUS
USNOQ,Nelsonia,37.817,-75.583,US,NAE-USA
USNQV,New London,39.583,-91.4,US,NAE-USA
USNTS,North Charleston,32.90567,-79.96115,US,NAE-USA
USNWZ,Newington,43.1,-70.817,US,NAE-CAN
USOCX,Ocean View,38.9,-75.167,US,NAE-USA
USOMA,Omaha,41.2565369,-95.9345034,US,NAE-USA
USOZN,South Ozone Park,40.667,-73.817,US,NAE-USA
USPAE,Everett,47.9789848,-122.2020795,US,NAW-CAN
USPAY,Perth Amboy,40.5,-74.2666,US,NAE-USA
USPDX,Portland,45.511841,-122.675634,US,NAW-USA
USPEF,Port Everglades,26.1,-80.133,US,NAE-GUS
USPFN,Panama City,30.1588129,-85.6602058,US,NAE-USA
USPHL,Philadelphia,39.908,-75.1695,US,NAE-USA
USPLL,Port Allen,30.45,-91.2,US,NAE-GUS
USPLV,Port Lavaca,28.6,-96.617,US,NAE-GUS
USPNS,Pensacola,30.420567,-87.217816,US,NAE-USA
USPVD,Providence,41.8,-71.3833,US,NAE-CAN
USPWM,Portland,43.6590993,-70.2568189,US,NAE-CAN
USQHH,Ambrose Channel Light,40.45,-73.833,US,NAE-USA
USQJC,Lake Park,43.45,-95.317,US,NAE-CAN
USQOC,Port Orchard,47.533,-122.633,US,NAW-CAN
USQRT,Port Arthur,29.88333,-93.91667,US,NAE-GUS
USQSS,St Clair Shores,42.48333,-82.88333,US,NAE-CAN
USRCH,Richmond,39.278622,-93.9768876,US,NAE-USA
USRJQ,Roggen,40.167,-104.367,US,NAW-USA
USROJ,Ronks,40.017,-76.167,US,NAE-USA
USRUX,Barboursville,38.167,-78.267,US,NAE-USA
USRWC,Redwood City,37.4852152,-122.2363548,US,NAW-USA
USRWR,Port Washington,40.81667,-73.68333,US,NAE-USA
USRYK,Rockaway Parks,40.567,-73.833,US,NAE-USA
USRYN,Roslyn Heights,40.783,-73.633,US,NAE-USA
USSAB,Sabine,30.5639831,-93.6509005,US,NAE-GUS
USSEA,Seattle,47.6062095,-122.3320708,US,NAW-CAN
USSFO,San Francisco,37.77916,-122.420049,US,NAW-USA
USSFY,Springfield,42.101355,-72.588234,US,NAE-CAN
USSJC,San Jose,37.338902,-121.890434,US,NAW-USA
USSLM,Salem,38.6269929,-88.9456158,US,NAE-USA
USSRE,Saint Rose,29.95,-90.317,US,NAE-GUS
USSSI,Brunswick,31.149678,-81.491586,US,NAE-USA
USSTP,Saint Paul,44.9537029,-93.0899578,US,NAE-CAN
USSUL,Port Sulphur,29.467,-89.683,US,NAE-USA
USSXF,San Mateo,35.3314225,-107.6431104,US,NAW-USA
USTAJ,Alta Loma,34.117,-117.583,US,NAW-USA
USTBW,Point Barrow,71.283,-156.667,US,NAW-CAN
USTBZ,Tubac,31.617,-111.05,US,NAW-USA
USTIW,NW Seaport Alliance,47.2528768,-122.4442906,US,NAW-CAN
USTJB,Brilliant,40.25,-81.217,US,NAE-USA
USTJJ,Platte,39.35,-94.767,US,NAE-USA
USTLQ,Hilton,43.283,-77.617,US,NAE-CAN
USTOZ,Low Moor,37.783,-79.883,US,NAE-USA
USTPA,Tampa,27.950575,-82.4571776,US,NAE-GUS
USTQT,Tionesta,41.483,-79.45,US,NAE-USA
USTSX,Mauston,43.833,-90.633,US,NAE-CAN
USTUV,Gertrude Cove,51.933,177.45,US,NAE-GRL
USUCR,Urbancrest,39.9,-83.083,US,NAE-USA
USVDZ,Valdez,61.1,-146.2,US,NAW-CAN
USVIX,Viola,39.0428907,-75.5718695,US,NAE-USA
USVQV,Nashville,42.6,-85.083,US,NAE-CAN
USVXJ,Claves,40.533,-84.733,US,NAE-USA
USWGB,"Winnebago, Faribault",43.767,-94.183,US,NAE-CAN
USWKB,Wilkes Barre,41.21667,-75.86667,US,NAE-USA
USWMP,Whitmore Lake,43.417,-75.9,US,NAE-CAN
USWNK,Winooski,44.483,-73.2,US,NAE-CAN
USWPB,Wills Point,29.75,-90,US,NAE-USA
USWRP,Winterthur,39.8,-75.617,US,NAE-USA
USWUS,Williamsburg,41.667,-92.017,US,NAE-CAN
USWXB,White Oak,40.333,-79.8,US,NAE-USA
USWYZ,Wayzata,44.96667,-93.5,US,NAE-CAN
USXMY,Clallam Bay,48.267,-124.267,US,NAW-CAN
USXZW,Willianstown,43.417,-75.883,US,NAE-CAN
USYEC,Winneconne,44.117,-88.733,US,NAE-CAN
